Interactor1	Interactor2	geneName1	geneName2	Complex.name	Complex.id
Q92769	P20226	HDAC2	TBP	ALL-1 supercomplex	1257
Q92769	P61964	HDAC2	WDR5	ALL-1 supercomplex	1257
O95983	Q03164	MBD3	KMT2A	ALL-1 supercomplex	1257
O95983	O94776	MBD3	MTA2	ALL-1 supercomplex	1257
O95983	P62826	MBD3	RAN	ALL-1 supercomplex	1257
O95983	Q09028	MBD3	RBBP4	ALL-1 supercomplex	1257
O95983	Q15291	MBD3	RBBP5	ALL-1 supercomplex	1257
O95983	Q16576	MBD3	RBBP7	ALL-1 supercomplex	1257
O95983	O00422	MBD3	SAP18	ALL-1 supercomplex	1257
O95983	O75446	MBD3	SAP30	ALL-1 supercomplex	1257
O95983	Q96ST3	MBD3	SIN3A	ALL-1 supercomplex	1257
O95983	P51531	MBD3	SMARCA2	ALL-1 supercomplex	1257
O95983	O60264	MBD3	SMARCA5	ALL-1 supercomplex	1257
O95983	Q12824	MBD3	SMARCB1	ALL-1 supercomplex	1257
O95983	Q92922	MBD3	SMARCC1	ALL-1 supercomplex	1257
O95983	Q8TAQ2	MBD3	SMARCC2	ALL-1 supercomplex	1257
O95983	Q92797	MBD3	SYMPK	ALL-1 supercomplex	1257
O95983	P21675	MBD3	TAF1	ALL-1 supercomplex	1257
O95983	Q16514	MBD3	TAF12	ALL-1 supercomplex	1257
O95983	P49848	MBD3	TAF6	ALL-1 supercomplex	1257
O95983	Q16594	MBD3	TAF9	ALL-1 supercomplex	1257
O95983	P20226	MBD3	TBP	ALL-1 supercomplex	1257
O95983	P61964	MBD3	WDR5	ALL-1 supercomplex	1257
Q03164	O94776	KMT2A	MTA2	ALL-1 supercomplex	1257
Q03164	P62826	KMT2A	RAN	ALL-1 supercomplex	1257
Q03164	Q09028	KMT2A	RBBP4	ALL-1 supercomplex	1257
Q03164	Q15291	KMT2A	RBBP5	ALL-1 supercomplex	1257
Q03164	Q16576	KMT2A	RBBP7	ALL-1 supercomplex	1257
Q03164	O00422	KMT2A	SAP18	ALL-1 supercomplex	1257
Q03164	O75446	KMT2A	SAP30	ALL-1 supercomplex	1257
Q03164	Q96ST3	KMT2A	SIN3A	ALL-1 supercomplex	1257
Q03164	P51531	KMT2A	SMARCA2	ALL-1 supercomplex	1257
Q03164	O60264	KMT2A	SMARCA5	ALL-1 supercomplex	1257
Q03164	Q12824	KMT2A	SMARCB1	ALL-1 supercomplex	1257
Q03164	Q92922	KMT2A	SMARCC1	ALL-1 supercomplex	1257
Q03164	Q8TAQ2	KMT2A	SMARCC2	ALL-1 supercomplex	1257
Q03164	Q92797	KMT2A	SYMPK	ALL-1 supercomplex	1257
Q03164	P21675	KMT2A	TAF1	ALL-1 supercomplex	1257
Q03164	Q16514	KMT2A	TAF12	ALL-1 supercomplex	1257
Q03164	P49848	KMT2A	TAF6	ALL-1 supercomplex	1257
Q03164	Q16594	KMT2A	TAF9	ALL-1 supercomplex	1257
Q03164	P20226	KMT2A	TBP	ALL-1 supercomplex	1257
Q03164	P61964	KMT2A	WDR5	ALL-1 supercomplex	1257
O94776	P62826	MTA2	RAN	ALL-1 supercomplex	1257
O94776	Q09028	MTA2	RBBP4	ALL-1 supercomplex	1257
O94776	Q15291	MTA2	RBBP5	ALL-1 supercomplex	1257
O94776	Q16576	MTA2	RBBP7	ALL-1 supercomplex	1257
O94776	O00422	MTA2	SAP18	ALL-1 supercomplex	1257
O94776	O75446	MTA2	SAP30	ALL-1 supercomplex	1257
O94776	Q96ST3	MTA2	SIN3A	ALL-1 supercomplex	1257
O94776	P51531	MTA2	SMARCA2	ALL-1 supercomplex	1257
O94776	O60264	MTA2	SMARCA5	ALL-1 supercomplex	1257
O94776	Q12824	MTA2	SMARCB1	ALL-1 supercomplex	1257
O94776	Q92922	MTA2	SMARCC1	ALL-1 supercomplex	1257
O94776	Q8TAQ2	MTA2	SMARCC2	ALL-1 supercomplex	1257
O94776	Q92797	MTA2	SYMPK	ALL-1 supercomplex	1257
O94776	P21675	MTA2	TAF1	ALL-1 supercomplex	1257
O94776	Q16514	MTA2	TAF12	ALL-1 supercomplex	1257
O94776	P49848	MTA2	TAF6	ALL-1 supercomplex	1257
O94776	Q16594	MTA2	TAF9	ALL-1 supercomplex	1257
O94776	P20226	MTA2	TBP	ALL-1 supercomplex	1257
O94776	P61964	MTA2	WDR5	ALL-1 supercomplex	1257
P62826	Q09028	RAN	RBBP4	ALL-1 supercomplex	1257
P62826	Q15291	RAN	RBBP5	ALL-1 supercomplex	1257
P62826	Q16576	RAN	RBBP7	ALL-1 supercomplex	1257
P62826	O00422	RAN	SAP18	ALL-1 supercomplex	1257
P62826	O75446	RAN	SAP30	ALL-1 supercomplex	1257
P62826	Q96ST3	RAN	SIN3A	ALL-1 supercomplex	1257
P62826	P51531	RAN	SMARCA2	ALL-1 supercomplex	1257
P62826	O60264	RAN	SMARCA5	ALL-1 supercomplex	1257
P62826	Q12824	RAN	SMARCB1	ALL-1 supercomplex	1257
P62826	Q92922	RAN	SMARCC1	ALL-1 supercomplex	1257
P62826	Q8TAQ2	RAN	SMARCC2	ALL-1 supercomplex	1257
P62826	Q92797	RAN	SYMPK	ALL-1 supercomplex	1257
P62826	P21675	RAN	TAF1	ALL-1 supercomplex	1257
P62826	Q16514	RAN	TAF12	ALL-1 supercomplex	1257
P62826	P49848	RAN	TAF6	ALL-1 supercomplex	1257
P62826	Q16594	RAN	TAF9	ALL-1 supercomplex	1257
P62826	P20226	RAN	TBP	ALL-1 supercomplex	1257
P62826	P61964	RAN	WDR5	ALL-1 supercomplex	1257
Q09028	Q15291	RBBP4	RBBP5	ALL-1 supercomplex	1257
Q09028	Q16576	RBBP4	RBBP7	ALL-1 supercomplex	1257
Q09028	O00422	RBBP4	SAP18	ALL-1 supercomplex	1257
Q09028	O75446	RBBP4	SAP30	ALL-1 supercomplex	1257
Q09028	Q96ST3	RBBP4	SIN3A	ALL-1 supercomplex	1257
Q09028	P51531	RBBP4	SMARCA2	ALL-1 supercomplex	1257
Q09028	O60264	RBBP4	SMARCA5	ALL-1 supercomplex	1257
Q09028	Q12824	RBBP4	SMARCB1	ALL-1 supercomplex	1257
Q09028	Q92922	RBBP4	SMARCC1	ALL-1 supercomplex	1257
Q09028	Q8TAQ2	RBBP4	SMARCC2	ALL-1 supercomplex	1257
Q09028	Q92797	RBBP4	SYMPK	ALL-1 supercomplex	1257
Q09028	P21675	RBBP4	TAF1	ALL-1 supercomplex	1257
Q09028	Q16514	RBBP4	TAF12	ALL-1 supercomplex	1257
Q09028	P49848	RBBP4	TAF6	ALL-1 supercomplex	1257
Q09028	Q16594	RBBP4	TAF9	ALL-1 supercomplex	1257
Q09028	P20226	RBBP4	TBP	ALL-1 supercomplex	1257
Q09028	P61964	RBBP4	WDR5	ALL-1 supercomplex	1257
Q15291	Q16576	RBBP5	RBBP7	ALL-1 supercomplex	1257
Q15291	O00422	RBBP5	SAP18	ALL-1 supercomplex	1257
Q15291	O75446	RBBP5	SAP30	ALL-1 supercomplex	1257
Q15291	Q96ST3	RBBP5	SIN3A	ALL-1 supercomplex	1257
Q15291	P51531	RBBP5	SMARCA2	ALL-1 supercomplex	1257
Q15291	O60264	RBBP5	SMARCA5	ALL-1 supercomplex	1257
Q15291	Q12824	RBBP5	SMARCB1	ALL-1 supercomplex	1257
Q15291	Q92922	RBBP5	SMARCC1	ALL-1 supercomplex	1257
Q15291	Q8TAQ2	RBBP5	SMARCC2	ALL-1 supercomplex	1257
Q15291	Q92797	RBBP5	SYMPK	ALL-1 supercomplex	1257
Q15291	P21675	RBBP5	TAF1	ALL-1 supercomplex	1257
Q15291	Q16514	RBBP5	TAF12	ALL-1 supercomplex	1257
Q15291	P49848	RBBP5	TAF6	ALL-1 supercomplex	1257
Q15291	Q16594	RBBP5	TAF9	ALL-1 supercomplex	1257
Q15291	P20226	RBBP5	TBP	ALL-1 supercomplex	1257
Q15291	P61964	RBBP5	WDR5	ALL-1 supercomplex	1257
Q16576	O00422	RBBP7	SAP18	ALL-1 supercomplex	1257
Q16576	O75446	RBBP7	SAP30	ALL-1 supercomplex	1257
Q16576	Q96ST3	RBBP7	SIN3A	ALL-1 supercomplex	1257
Q16576	P51531	RBBP7	SMARCA2	ALL-1 supercomplex	1257
Q16576	O60264	RBBP7	SMARCA5	ALL-1 supercomplex	1257
Q16576	Q12824	RBBP7	SMARCB1	ALL-1 supercomplex	1257
Q16576	Q92922	RBBP7	SMARCC1	ALL-1 supercomplex	1257
Q16576	Q8TAQ2	RBBP7	SMARCC2	ALL-1 supercomplex	1257
Q16576	Q92797	RBBP7	SYMPK	ALL-1 supercomplex	1257
Q16576	P21675	RBBP7	TAF1	ALL-1 supercomplex	1257
Q16576	Q16514	RBBP7	TAF12	ALL-1 supercomplex	1257
Q16576	P49848	RBBP7	TAF6	ALL-1 supercomplex	1257
Q16576	Q16594	RBBP7	TAF9	ALL-1 supercomplex	1257
Q16576	P20226	RBBP7	TBP	ALL-1 supercomplex	1257
Q16576	P61964	RBBP7	WDR5	ALL-1 supercomplex	1257
O00422	O75446	SAP18	SAP30	ALL-1 supercomplex	1257
O00422	Q96ST3	SAP18	SIN3A	ALL-1 supercomplex	1257
O00422	P51531	SAP18	SMARCA2	ALL-1 supercomplex	1257
O00422	O60264	SAP18	SMARCA5	ALL-1 supercomplex	1257
O00422	Q12824	SAP18	SMARCB1	ALL-1 supercomplex	1257
O00422	Q92922	SAP18	SMARCC1	ALL-1 supercomplex	1257
O00422	Q8TAQ2	SAP18	SMARCC2	ALL-1 supercomplex	1257
O00422	Q92797	SAP18	SYMPK	ALL-1 supercomplex	1257
O00422	P21675	SAP18	TAF1	ALL-1 supercomplex	1257
O00422	Q16514	SAP18	TAF12	ALL-1 supercomplex	1257
O00422	P49848	SAP18	TAF6	ALL-1 supercomplex	1257
O00422	Q16594	SAP18	TAF9	ALL-1 supercomplex	1257
O00422	P20226	SAP18	TBP	ALL-1 supercomplex	1257
O00422	P61964	SAP18	WDR5	ALL-1 supercomplex	1257
O75446	Q96ST3	SAP30	SIN3A	ALL-1 supercomplex	1257
O75446	P51531	SAP30	SMARCA2	ALL-1 supercomplex	1257
O75446	O60264	SAP30	SMARCA5	ALL-1 supercomplex	1257
O75446	Q12824	SAP30	SMARCB1	ALL-1 supercomplex	1257
O75446	Q92922	SAP30	SMARCC1	ALL-1 supercomplex	1257
O75446	Q8TAQ2	SAP30	SMARCC2	ALL-1 supercomplex	1257
O75446	Q92797	SAP30	SYMPK	ALL-1 supercomplex	1257
O75446	P21675	SAP30	TAF1	ALL-1 supercomplex	1257
O75446	Q16514	SAP30	TAF12	ALL-1 supercomplex	1257
O75446	P49848	SAP30	TAF6	ALL-1 supercomplex	1257
O75446	Q16594	SAP30	TAF9	ALL-1 supercomplex	1257
O75446	P20226	SAP30	TBP	ALL-1 supercomplex	1257
O75446	P61964	SAP30	WDR5	ALL-1 supercomplex	1257
Q96ST3	P51531	SIN3A	SMARCA2	ALL-1 supercomplex	1257
Q96ST3	O60264	SIN3A	SMARCA5	ALL-1 supercomplex	1257
Q96ST3	Q12824	SIN3A	SMARCB1	ALL-1 supercomplex	1257
Q96ST3	Q92922	SIN3A	SMARCC1	ALL-1 supercomplex	1257
Q96ST3	Q8TAQ2	SIN3A	SMARCC2	ALL-1 supercomplex	1257
Q96ST3	Q92797	SIN3A	SYMPK	ALL-1 supercomplex	1257
Q96ST3	P21675	SIN3A	TAF1	ALL-1 supercomplex	1257
Q96ST3	Q16514	SIN3A	TAF12	ALL-1 supercomplex	1257
Q96ST3	P49848	SIN3A	TAF6	ALL-1 supercomplex	1257
Q96ST3	Q16594	SIN3A	TAF9	ALL-1 supercomplex	1257
Q96ST3	P20226	SIN3A	TBP	ALL-1 supercomplex	1257
Q96ST3	P61964	SIN3A	WDR5	ALL-1 supercomplex	1257
P51531	O60264	SMARCA2	SMARCA5	ALL-1 supercomplex	1257
P51531	Q12824	SMARCA2	SMARCB1	ALL-1 supercomplex	1257
P51531	Q92922	SMARCA2	SMARCC1	ALL-1 supercomplex	1257
P51531	Q8TAQ2	SMARCA2	SMARCC2	ALL-1 supercomplex	1257
P51531	Q92797	SMARCA2	SYMPK	ALL-1 supercomplex	1257
P51531	P21675	SMARCA2	TAF1	ALL-1 supercomplex	1257
P51531	Q16514	SMARCA2	TAF12	ALL-1 supercomplex	1257
P51531	P49848	SMARCA2	TAF6	ALL-1 supercomplex	1257
P51531	Q16594	SMARCA2	TAF9	ALL-1 supercomplex	1257
P51531	P20226	SMARCA2	TBP	ALL-1 supercomplex	1257
P51531	P61964	SMARCA2	WDR5	ALL-1 supercomplex	1257
O60264	Q12824	SMARCA5	SMARCB1	ALL-1 supercomplex	1257
O60264	Q92922	SMARCA5	SMARCC1	ALL-1 supercomplex	1257
O60264	Q8TAQ2	SMARCA5	SMARCC2	ALL-1 supercomplex	1257
O60264	Q92797	SMARCA5	SYMPK	ALL-1 supercomplex	1257
O60264	P21675	SMARCA5	TAF1	ALL-1 supercomplex	1257
O60264	Q16514	SMARCA5	TAF12	ALL-1 supercomplex	1257
O60264	P49848	SMARCA5	TAF6	ALL-1 supercomplex	1257
O60264	Q16594	SMARCA5	TAF9	ALL-1 supercomplex	1257
O60264	P20226	SMARCA5	TBP	ALL-1 supercomplex	1257
O60264	P61964	SMARCA5	WDR5	ALL-1 supercomplex	1257
Q12824	Q92922	SMARCB1	SMARCC1	ALL-1 supercomplex	1257
Q12824	Q8TAQ2	SMARCB1	SMARCC2	ALL-1 supercomplex	1257
Q12824	Q92797	SMARCB1	SYMPK	ALL-1 supercomplex	1257
Q12824	P21675	SMARCB1	TAF1	ALL-1 supercomplex	1257
Q12824	Q16514	SMARCB1	TAF12	ALL-1 supercomplex	1257
Q12824	P49848	SMARCB1	TAF6	ALL-1 supercomplex	1257
Q12824	Q16594	SMARCB1	TAF9	ALL-1 supercomplex	1257
Q12824	P20226	SMARCB1	TBP	ALL-1 supercomplex	1257
Q12824	P61964	SMARCB1	WDR5	ALL-1 supercomplex	1257
Q92922	Q8TAQ2	SMARCC1	SMARCC2	ALL-1 supercomplex	1257
Q92922	Q92797	SMARCC1	SYMPK	ALL-1 supercomplex	1257
Q92922	P21675	SMARCC1	TAF1	ALL-1 supercomplex	1257
Q92922	Q16514	SMARCC1	TAF12	ALL-1 supercomplex	1257
Q92922	P49848	SMARCC1	TAF6	ALL-1 supercomplex	1257
Q92922	Q16594	SMARCC1	TAF9	ALL-1 supercomplex	1257
Q92922	P20226	SMARCC1	TBP	ALL-1 supercomplex	1257
Q92922	P61964	SMARCC1	WDR5	ALL-1 supercomplex	1257
Q8TAQ2	Q92797	SMARCC2	SYMPK	ALL-1 supercomplex	1257
Q8TAQ2	P21675	SMARCC2	TAF1	ALL-1 supercomplex	1257
Q8TAQ2	Q16514	SMARCC2	TAF12	ALL-1 supercomplex	1257
Q8TAQ2	P49848	SMARCC2	TAF6	ALL-1 supercomplex	1257
Q8TAQ2	Q16594	SMARCC2	TAF9	ALL-1 supercomplex	1257
Q8TAQ2	P20226	SMARCC2	TBP	ALL-1 supercomplex	1257
Q8TAQ2	P61964	SMARCC2	WDR5	ALL-1 supercomplex	1257
Q92797	P21675	SYMPK	TAF1	ALL-1 supercomplex	1257
Q92797	Q16514	SYMPK	TAF12	ALL-1 supercomplex	1257
Q92797	P49848	SYMPK	TAF6	ALL-1 supercomplex	1257
Q92797	Q16594	SYMPK	TAF9	ALL-1 supercomplex	1257
Q92797	P20226	SYMPK	TBP	ALL-1 supercomplex	1257
Q92797	P61964	SYMPK	WDR5	ALL-1 supercomplex	1257
P21675	Q16514	TAF1	TAF12	ALL-1 supercomplex	1257
P21675	P49848	TAF1	TAF6	ALL-1 supercomplex	1257
P21675	Q16594	TAF1	TAF9	ALL-1 supercomplex	1257
P21675	P20226	TAF1	TBP	ALL-1 supercomplex	1257
P21675	P61964	TAF1	WDR5	ALL-1 supercomplex	1257
Q16514	P49848	TAF12	TAF6	ALL-1 supercomplex	1257
Q16514	Q16594	TAF12	TAF9	ALL-1 supercomplex	1257
Q16514	P20226	TAF12	TBP	ALL-1 supercomplex	1257
Q16514	P61964	TAF12	WDR5	ALL-1 supercomplex	1257
P49848	Q16594	TAF6	TAF9	ALL-1 supercomplex	1257
P49848	P20226	TAF6	TBP	ALL-1 supercomplex	1257
P49848	P61964	TAF6	WDR5	ALL-1 supercomplex	1257
Q16594	P20226	TAF9	TBP	ALL-1 supercomplex	1257
Q16594	P61964	TAF9	WDR5	ALL-1 supercomplex	1257
P20226	P61964	TBP	WDR5	ALL-1 supercomplex	1257
P57740	Q8WUM0	NUP107	NUP133	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	1347
P57740	Q12769	NUP107	NUP160	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	1347
P57740	P52948	NUP107	NUP98	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	1347
Q8WUM0	Q12769	NUP133	NUP160	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	1347
Q8WUM0	P52948	NUP133	NUP98	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	1347
Q12769	P52948	NUP160	NUP98	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	1347
Q9UBL3	O14686	ASH2L	NA	WDR5-ASH2L-RBBP5-MLL2 complex	1399
Q9UBL3	Q15291	ASH2L	RBBP5	WDR5-ASH2L-RBBP5-MLL2 complex	1399
Q9UBL3	P61964	ASH2L	WDR5	WDR5-ASH2L-RBBP5-MLL2 complex	1399
O14686	Q15291	NA	RBBP5	WDR5-ASH2L-RBBP5-MLL2 complex	1399
O14686	P61964	NA	WDR5	WDR5-ASH2L-RBBP5-MLL2 complex	1399
Q15291	P61964	RBBP5	WDR5	WDR5-ASH2L-RBBP5-MLL2 complex	1399
Q9UBL3	O14686	ASH2L	NA	ASCOM complex	1400
Q9UBL3	Q8NEZ4	ASH2L	NA	ASCOM complex	1400
Q9UBL3	Q14686	ASH2L	NA	ASCOM complex	1400
Q9UBL3	Q15291	ASH2L	RBBP5	ASCOM complex	1400
Q9UBL3	P68366	ASH2L	NA	ASCOM complex	1400
Q9UBL3	P07437	ASH2L	TUBB	ASCOM complex	1400
O14686	Q8NEZ4	NA	NA	ASCOM complex	1400
O14686	Q14686	NA	NA	ASCOM complex	1400
O14686	Q15291	NA	RBBP5	ASCOM complex	1400
O14686	P68366	NA	NA	ASCOM complex	1400
O14686	P07437	NA	TUBB	ASCOM complex	1400
Q8NEZ4	Q14686	NA	NA	ASCOM complex	1400
Q8NEZ4	Q15291	NA	RBBP5	ASCOM complex	1400
Q8NEZ4	P68366	NA	NA	ASCOM complex	1400
Q8NEZ4	P07437	NA	TUBB	ASCOM complex	1400
Q14686	Q15291	NA	RBBP5	ASCOM complex	1400
Q14686	P68366	NA	NA	ASCOM complex	1400
Q14686	P07437	NA	TUBB	ASCOM complex	1400
Q15291	P68366	RBBP5	NA	ASCOM complex	1400
Q15291	P07437	RBBP5	TUBB	ASCOM complex	1400
P68366	P07437	NA	TUBB	ASCOM complex	1400
Q03164	O14686	KMT2A	NA	MOF complex	1401
Q03164	Q9H7Z6	KMT2A	KAT8	MOF complex	1401
Q03164	Q15291	KMT2A	RBBP5	MOF complex	1401
Q03164	Q99496	KMT2A	RNF2	MOF complex	1401
Q03164	O15047	KMT2A	SETD1A	MOF complex	1401
Q03164	P21675	KMT2A	TAF1	MOF complex	1401
Q03164	P49848	KMT2A	TAF6	MOF complex	1401
Q03164	Q16594	KMT2A	TAF9	MOF complex	1401
Q03164	P61964	KMT2A	WDR5	MOF complex	1401
O14686	Q9H7Z6	NA	KAT8	MOF complex	1401
O14686	Q15291	NA	RBBP5	MOF complex	1401
O14686	Q99496	NA	RNF2	MOF complex	1401
O14686	O15047	NA	SETD1A	MOF complex	1401
O14686	P21675	NA	TAF1	MOF complex	1401
O14686	P49848	NA	TAF6	MOF complex	1401
O14686	Q16594	NA	TAF9	MOF complex	1401
O14686	P61964	NA	WDR5	MOF complex	1401
Q9H7Z6	Q15291	KAT8	RBBP5	MOF complex	1401
Q9H7Z6	Q99496	KAT8	RNF2	MOF complex	1401
Q9H7Z6	O15047	KAT8	SETD1A	MOF complex	1401
Q9H7Z6	P21675	KAT8	TAF1	MOF complex	1401
Q9H7Z6	P49848	KAT8	TAF6	MOF complex	1401
Q9H7Z6	Q16594	KAT8	TAF9	MOF complex	1401
Q9H7Z6	P61964	KAT8	WDR5	MOF complex	1401
Q15291	Q99496	RBBP5	RNF2	MOF complex	1401
Q15291	O15047	RBBP5	SETD1A	MOF complex	1401
Q15291	P21675	RBBP5	TAF1	MOF complex	1401
Q15291	P49848	RBBP5	TAF6	MOF complex	1401
Q15291	Q16594	RBBP5	TAF9	MOF complex	1401
Q15291	P61964	RBBP5	WDR5	MOF complex	1401
Q99496	O15047	RNF2	SETD1A	MOF complex	1401
Q99496	P21675	RNF2	TAF1	MOF complex	1401
Q99496	P49848	RNF2	TAF6	MOF complex	1401
Q99496	Q16594	RNF2	TAF9	MOF complex	1401
Q99496	P61964	RNF2	WDR5	MOF complex	1401
O15047	P21675	SETD1A	TAF1	MOF complex	1401
O15047	P49848	SETD1A	TAF6	MOF complex	1401
O15047	Q16594	SETD1A	TAF9	MOF complex	1401
O15047	P61964	SETD1A	WDR5	MOF complex	1401
P21675	P49848	TAF1	TAF6	MOF complex	1401
P21675	Q16594	TAF1	TAF9	MOF complex	1401
P21675	P61964	TAF1	WDR5	MOF complex	1401
P49848	Q16594	TAF6	TAF9	MOF complex	1401
P49848	P61964	TAF6	WDR5	MOF complex	1401
Q16594	P61964	TAF9	WDR5	MOF complex	1401
O94875	P22681	SORBS2	CBL	ArgBP2a-CBL-PTK2B complex	5709
O94875	Q14289	SORBS2	PTK2B	ArgBP2a-CBL-PTK2B complex	5709
P22681	Q14289	CBL	PTK2B	ArgBP2a-CBL-PTK2B complex	5709
P68400	P19784	CSNK2A1	CSNK2A2	Casein kinase II-HMG1 complex	2719
P68400	P67870	CSNK2A1	CSNK2B	Casein kinase II-HMG1 complex	2719
P68400	P09429	CSNK2A1	HMGB1	Casein kinase II-HMG1 complex	2719
P19784	P67870	CSNK2A2	CSNK2B	Casein kinase II-HMG1 complex	2719
P19784	P09429	CSNK2A2	HMGB1	Casein kinase II-HMG1 complex	2719
P67870	P09429	CSNK2B	HMGB1	Casein kinase II-HMG1 complex	2719
Q9UBL3	Q8ND76	ASH2L	CCNY	Set1B complex	2730
Q9UBL3	Q15291	ASH2L	RBBP5	Set1B complex	2730
Q9UBL3	Q9UPS6	ASH2L	SETD1B	Set1B complex	2730
Q9UBL3	P61964	ASH2L	WDR5	Set1B complex	2730
Q9UBL3	Q6UXN9	ASH2L	WDR82	Set1B complex	2730
Q8ND76	Q15291	CCNY	RBBP5	Set1B complex	2730
Q8ND76	Q9UPS6	CCNY	SETD1B	Set1B complex	2730
Q8ND76	P61964	CCNY	WDR5	Set1B complex	2730
Q8ND76	Q6UXN9	CCNY	WDR82	Set1B complex	2730
Q15291	Q9UPS6	RBBP5	SETD1B	Set1B complex	2730
Q15291	P61964	RBBP5	WDR5	Set1B complex	2730
Q15291	Q6UXN9	RBBP5	WDR82	Set1B complex	2730
Q9UPS6	P61964	SETD1B	WDR5	Set1B complex	2730
Q9UPS6	Q6UXN9	SETD1B	WDR82	Set1B complex	2730
P61964	Q6UXN9	WDR5	WDR82	Set1B complex	2730
Q9UBL3	Q8ND76	ASH2L	CCNY	Set1A complex	2731
Q9UBL3	Q15291	ASH2L	RBBP5	Set1A complex	2731
Q9UBL3	O15047	ASH2L	SETD1A	Set1A complex	2731
Q9UBL3	P61964	ASH2L	WDR5	Set1A complex	2731
Q9UBL3	Q6UXN9	ASH2L	WDR82	Set1A complex	2731
Q8ND76	Q15291	CCNY	RBBP5	Set1A complex	2731
Q8ND76	O15047	CCNY	SETD1A	Set1A complex	2731
Q8ND76	P61964	CCNY	WDR5	Set1A complex	2731
Q8ND76	Q6UXN9	CCNY	WDR82	Set1A complex	2731
Q15291	O15047	RBBP5	SETD1A	Set1A complex	2731
Q15291	P61964	RBBP5	WDR5	Set1A complex	2731
Q15291	Q6UXN9	RBBP5	WDR82	Set1A complex	2731
O15047	P61964	SETD1A	WDR5	Set1A complex	2731
O15047	Q6UXN9	SETD1A	WDR82	Set1A complex	2731
P61964	Q6UXN9	WDR5	WDR82	Set1A complex	2731
Q9UBL3	Q86XN7	ASH2L	PROSER1	UTX-MLL2/3 complex	3075
Q9UBL3	O14686	ASH2L	NA	UTX-MLL2/3 complex	3075
Q9UBL3	Q8NEZ4	ASH2L	NA	UTX-MLL2/3 complex	3075
Q9UBL3	Q86UW6	ASH2L	NA	UTX-MLL2/3 complex	3075
Q9UBL3	Q14686	ASH2L	NA	UTX-MLL2/3 complex	3075
Q9UBL3	Q6ZW49	ASH2L	NA	UTX-MLL2/3 complex	3075
Q9UBL3	Q15291	ASH2L	RBBP5	UTX-MLL2/3 complex	3075
Q9UBL3	Q5H9R7	ASH2L	PPP6R3	UTX-MLL2/3 complex	3075
Q9UBL3	O15550	ASH2L	NA	UTX-MLL2/3 complex	3075
Q9UBL3	P61964	ASH2L	WDR5	UTX-MLL2/3 complex	3075
Q9UBL3	Q9Y2X9	ASH2L	ZNF281	UTX-MLL2/3 complex	3075
Q86XN7	O14686	PROSER1	NA	UTX-MLL2/3 complex	3075
Q86XN7	Q8NEZ4	PROSER1	NA	UTX-MLL2/3 complex	3075
Q86XN7	Q86UW6	PROSER1	NA	UTX-MLL2/3 complex	3075
Q86XN7	Q14686	PROSER1	NA	UTX-MLL2/3 complex	3075
Q86XN7	Q6ZW49	PROSER1	NA	UTX-MLL2/3 complex	3075
Q86XN7	Q15291	PROSER1	RBBP5	UTX-MLL2/3 complex	3075
Q86XN7	Q5H9R7	PROSER1	PPP6R3	UTX-MLL2/3 complex	3075
Q86XN7	O15550	PROSER1	NA	UTX-MLL2/3 complex	3075
Q86XN7	P61964	PROSER1	WDR5	UTX-MLL2/3 complex	3075
Q86XN7	Q9Y2X9	PROSER1	ZNF281	UTX-MLL2/3 complex	3075
O14686	Q8NEZ4	NA	NA	UTX-MLL2/3 complex	3075
O14686	Q86UW6	NA	NA	UTX-MLL2/3 complex	3075
O14686	Q14686	NA	NA	UTX-MLL2/3 complex	3075
O14686	Q6ZW49	NA	NA	UTX-MLL2/3 complex	3075
O14686	Q15291	NA	RBBP5	UTX-MLL2/3 complex	3075
O14686	Q5H9R7	NA	PPP6R3	UTX-MLL2/3 complex	3075
O14686	O15550	NA	NA	UTX-MLL2/3 complex	3075
O14686	P61964	NA	WDR5	UTX-MLL2/3 complex	3075
O14686	Q9Y2X9	NA	ZNF281	UTX-MLL2/3 complex	3075
Q8NEZ4	Q86UW6	NA	NA	UTX-MLL2/3 complex	3075
Q8NEZ4	Q14686	NA	NA	UTX-MLL2/3 complex	3075
Q8NEZ4	Q6ZW49	NA	NA	UTX-MLL2/3 complex	3075
Q8NEZ4	Q15291	NA	RBBP5	UTX-MLL2/3 complex	3075
Q8NEZ4	Q5H9R7	NA	PPP6R3	UTX-MLL2/3 complex	3075
Q8NEZ4	O15550	NA	NA	UTX-MLL2/3 complex	3075
Q8NEZ4	P61964	NA	WDR5	UTX-MLL2/3 complex	3075
Q8NEZ4	Q9Y2X9	NA	ZNF281	UTX-MLL2/3 complex	3075
Q86UW6	Q14686	NA	NA	UTX-MLL2/3 complex	3075
Q86UW6	Q6ZW49	NA	NA	UTX-MLL2/3 complex	3075
Q86UW6	Q15291	NA	RBBP5	UTX-MLL2/3 complex	3075
Q86UW6	Q5H9R7	NA	PPP6R3	UTX-MLL2/3 complex	3075
