Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
ACTR6	RBM25	RBM25	0|1|1	2	0.67	3	3|1|0|0|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.01	1.20	0.37	
ACTR6	THOC2	THOC2	0|1|5	6	2.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	20.00	0.21	
ACTR6	CKAP5	CKAP5	0|2|5	7	2.33	3	1|3|0|0|0|0|0|0|0	0.60	0.98	0.60	0.98	0.60	-1.62	5.25	0.05	
ACTR6	TP53BP1	TP53BP1	0|2|0	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	MKI67	MKI67	0|2|2	4	1.33	3	2|1|0|0|1|0|0|0|2	0.44	0.66	0.44	0.66	0.44	-2.29	2.00	0.18	
ACTR6	TCOF1	TCOF1	0|2|1	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	10.00	0.24	
ACTR6	RANBP2	RANBP2	0|2|1	3	1.00	3	3|5|0|0|0|0|0|0|0	0.21	0.64	0.21	0.64	0.21	-3.46	1.12	0.28	
ACTR6	MOBKL1A	MOBKL1A	0|0|1	1	0.33	3	1|2|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.14	1.00	0.37	
ACTR6	C11orf84	C11orf84	0|0|5	5	1.67	3	3|5|1|0|3|4|2|8|0	0.02	0.07	0.02	0.07	0.02	-11.23	0.58	0.31	
ACTR6	CHERP	CHERP	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RCC2	RCC2	0|0|1	1	0.33	3	1|0|0|0|1|0|0|0|23	0.00	0.00	0.00	0.00	0.00	-9.83	0.12	0.37	
ACTR6	SMARCC1	SMARCC1	0|0|7	7	2.33	3	8|0|0|0|0|0|0|0|0	0.32	0.97	0.32	0.97	0.32	-3.60	2.63	0.26	
ACTR6	CHD4	CHD4	0|0|1	1	0.33	3	9|1|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.94	0.30	0.37	
ACTR6	CHD3	CHD3	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	SF3B14	SF3B14	0|0|4	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	SNRPF	SNRPF	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	DYNLRB2	DYNLRB2	0|0|2	2	0.67	3	0|0|2|0|0|0|0|0|0	0.31	0.93	0.31	0.93	0.31	-0.76	3.00	0.26	
ACTR6	LGALS3	LGALS3	0|0|3	3	1.00	3	5|0|0|0|0|0|0|0|0	0.31	0.92	0.31	0.92	0.31	-2.17	1.80	0.26	
ACTR6	HDGFRP3	HDGFRP3	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	MAX	MAX	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	DDX47	DDX47	0|0|3	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	WDR61	WDR61	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	GLYR1	GLYR1	0|0|4	4	1.33	3	0|0|0|0|0|2|2|1|0	0.32	0.97	0.32	0.97	0.32	-1.95	2.40	0.26	
ACTR6	CDC73	CDC73	0|0|4	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	CCAR1	CCAR1	0|0|10	10	3.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	33.33	0.20	
ACTR6	DDX23	DDX23	0|0|5	5	1.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	16.67	0.21	
ACTR6	MRE11A	MRE11A	0|0|4	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	BCAS2	BCAS2	0|0|3	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	HNRNPA0	HNRNPA0	0|0|1	1	0.33	3	1|0|0|0|0|0|0|2|0	0.00	0.00	0.00	0.00	0.00	-1.14	1.00	0.37	
ACTR6	POLR2C	POLR2C	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RPRD1B	RPRD1B	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	CPSF6	CPSF6	0|0|5	5	1.67	3	12|0|0|0|1|4|1|4|0	0.11	0.32	0.11	0.32	0.11	-8.79	0.68	0.29	
ACTR6	HNRNPR	HNRNPR	0|0|3	3	1.00	3	5|1|0|0|0|0|0|0|0	0.29	0.88	0.29	0.88	0.29	-2.59	1.50	0.27	
ACTR6	CBLL1	CBLL1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	SMARCB1	SMARCB1	0|0|1	1	0.33	3	5|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.17	0.60	0.37	
ACTR6	RBMX	RBMX	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	KIAA1429	KIAA1429	0|0|6	6	2.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	20.00	0.21	
ACTR6	EIF3M	EIF3M	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RING1	RING1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RNF2	RNF2	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	EIF3C	EIF3C	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	THOC5	THOC5	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	DEK	DEK	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	CD2BP2	CD2BP2	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RBBP4	RBBP4	0|0|2	2	0.67	3	4|3|0|0|0|0|4|1|0	0.08	0.23	0.08	0.23	0.08	-4.54	0.50	0.30	
ACTR6	THOC3	THOC3	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	RAD50	RAD50	0|0|4	4	1.33	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	13.33	0.22	
ACTR6	XRCC1	XRCC1	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	PRPF6	PRPF6	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	DDX52	DDX52	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	NOC4L	NOC4L	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	HDAC1	HDAC1	0|0|1	1	0.33	3	2|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.76	1.50	0.37	
ACTR6	PDS5A	PDS5A	0|0|3	3	1.00	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-0.28	10.00	0.22	
ACTR6	SKIV2L2	SKIV2L2	0|0|2	2	0.67	3	0|2|0|0|0|0|0|0|0	0.31	0.93	0.31	0.93	0.31	-0.76	3.00	0.26	
ACTR6	CSTF3	CSTF3	0|0|1	1	0.33	3	0|3|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.22	1.00	0.37	
ACTR6	SYNCRIP	SYNCRIP	0|0|2	2	0.67	3	5|1|0|0|0|0|0|0|0	0.26	0.79	0.26	0.79	0.26	-2.59	1.00	0.27	
ACTR6	SNRNP70	SNRNP70	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RPRD2	RPRD2	0|0|4	4	1.33	3	3|1|0|0|0|0|0|0|0	0.32	0.96	0.32	0.96	0.32	-1.62	3.00	0.26	
ACTR6	SMU1	SMU1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	HNRPDL	HNRPDL	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	USP39	USP39	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	CPSF2	CPSF2	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	TOP1	TOP1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	TOP2B	TOP2B	0|0|4	4	1.33	3	0|1|0|0|0|0|0|0|2	0.33	0.99	0.33	0.99	0.33	-1.14	4.00	0.24	
ACTR6	SYMPK	SYMPK	0|0|2	2	0.67	3	0|5|0|0|0|0|0|0|0	0.28	0.85	0.28	0.85	0.28	-2.17	1.20	0.27	
ACTR6	IWS1	IWS1	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	SART1	SART1	0|0|2	2	0.67	3	2|0|0|0|1|0|0|0|0	0.29	0.88	0.29	0.88	0.29	-1.14	2.00	0.27	
ACTR6	TEX10	TEX10	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	DDX42	DDX42	0|0|2	2	0.67	3	3|0|0|0|0|0|0|0|0	0.30	0.90	0.30	0.90	0.30	-1.22	2.00	0.26	
ACTR6	KHSRP	KHSRP	0|0|1	1	0.33	3	26|0|0|0|1|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-10.86	0.11	0.37	
ACTR6	WAPAL	WAPAL	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RAI14	RAI14	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	BMS1	BMS1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	RRP12	RRP12	0|0|2	2	0.67	3	2|0|0|0|0|0|0|0|0	0.31	0.93	0.31	0.93	0.31	-0.76	3.00	0.26	
ACTR6	LARS	LARS	0|0|1	1	0.33	3	0|2|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.14	1.00	0.37	
ACTR6	PELP1	PELP1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	PRPF4B	PRPF4B	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	MSH6	MSH6	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	CAND1	CAND1	0|0|2	2	0.67	3	4|0|9|0|0|0|1|6|0	0.00	0.00	0.00	0.00	0.00	-7.85	0.30	0.37	
ACTR6	POP1	POP1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	TOP2A	TOP2A	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	FANCD2	FANCD2	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	EIF4G1	EIF4G1	0|0|1	1	0.33	3	0|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.72	1.50	0.37	
ACTR6	WDR33	WDR33	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	SFRS15	SFRS15	0|0|1	1	0.33	3	1|2|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.14	1.00	0.37	
ACTR6	PBRM1	PBRM1	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR6	CRKRS	CRKRS	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	SIN3A	SIN3A	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	SUPT6H	SUPT6H	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	MDC1	MDC1	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	POLR2A	POLR2A	0|0|2	2	0.67	3	0|0|0|0|0|0|0|0|0	0.33	0.99	0.33	0.99	0.33	-0.28	6.67	0.24	
ACTR6	PDCD11	PDCD11	0|0|1	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	3.33	0.37	
ACTR8	ACTR5	ACTR5	10|39	49	24.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	17.46	245.00	0.00	
ACTR8	RUVBL2	RUVBL2	16|40	56	28.00	2	6|0|1|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.04	36.00	0.00	
ACTR8	RUVBL1	RUVBL1	38|50	88	44.00	2	3|2|0|0|0|0|0|2|0	1.00	1.00	1.00	1.00	1.00	24.98	56.57	0.00	
ACTR8	INO80C	INO80C	1|11	12	6.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	60.00	0.08	
ACTR8	ACTR8	ACTR8	0|0	0	0.00	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	0.00	0.37	
ACTR8	ACTL6A	ACTL6A	3|27	30	15.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	150.00	0.00	
ACTR8	STK38	STK38	23|27	50	25.00	2	151|129|151|81|123|49|74|41|0	0.00	0.00	0.00	0.00	0.00	-310.54	0.28	0.37	
ACTR8	ACTB	ACTB	8|21	29	14.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	14.35	145.00	0.00	
ACTR8	HSPA1B	HSPA1B	7|42	49	24.50	2	11|52|25|0|6|25|37|71|25	0.00	0.00	0.00	0.00	0.00	-97.21	0.88	0.36	
ACTR8	INO80B	INO80B	1|10	11	5.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	55.00	0.08	
ACTR8	INO80E	INO80E	3|8	11	5.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	55.00	0.00	
ACTR8	NFRKB	NFRKB	5|48	53	26.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.53	265.00	0.00	
ACTR8	HSPA8	HSPA8	4|18	22	11.00	2	18|65|42|0|14|19|19|16|21	0.00	0.00	0.00	0.00	0.00	-87.97	0.46	0.37	
ACTR8	TUBB2B	TUBB2B	2|17	19	9.50	2	23|21|47|4|5|34|35|34|6	0.00	0.00	0.00	0.00	0.00	-92.35	0.41	0.37	
ACTR8	TUBB2C	TUBB2C	3|19	22	11.00	2	23|30|62|5|7|38|39|37|7	0.00	0.00	0.00	0.00	0.00	-107.70	0.40	0.37	
ACTR8	TUBB	TUBB	4|23	27	13.50	2	27|34|75|4|7|45|42|49|6	0.00	0.00	0.00	0.00	0.00	-124.01	0.42	0.37	
ACTR8	ACTA1	ACTA1	5|9	14	7.00	2	20|9|12|4|12|9|5|5|2	0.00	0.00	0.00	0.00	0.00	-23.26	0.81	0.35	
ACTR8	MCRS1	MCRS1	3|1	4	2.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	20.00	0.11	
ACTR8	UCHL5	UCHL5	4|9	13	6.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	65.00	0.00	
ACTR8	INO80D	INO80D	1|5	6	3.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	30.00	0.09	
ACTR8	TFPT	TFPT	1|3	4	2.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	20.00	0.11	
ACTR8	ERH	ERH	1|0	1	0.50	2	4|6|0|0|3|6|9|16|1	0.00	0.00	0.00	0.00	0.00	-19.85	0.10	0.37	
ACTR8	HSPA6	HSPA6	2|6	8	4.00	2	4|38|11|0|3|7|10|29|7	0.00	0.00	0.00	0.00	0.00	-43.85	0.33	0.37	
ACTR8	HSPA1L	HSPA1L	2|10	12	6.00	2	4|34|17|0|3|4|14|18|8	0.00	0.00	0.00	0.00	0.00	-40.68	0.53	0.37	
ACTR8	HNRNPH1	HNRNPH1	2|1	3	1.50	2	12|47|8|0|5|12|43|30|7	0.00	0.00	0.00	0.00	0.00	-73.85	0.08	0.37	
ACTR8	TUBB3	TUBB3	1|10	11	5.50	2	16|15|38|3|3|18|26|20|5	0.00	0.00	0.00	0.00	0.00	-64.37	0.34	0.37	
ACTR8	TUBA1C	TUBA1C	4|11	15	7.50	2	13|69|167|3|3|24|29|20|13	0.00	0.00	0.00	0.00	0.00	-148.59	0.20	0.37	
ACTR8	TUBA8	TUBA8	1|4	5	2.50	2	7|30|65|0|1|20|20|13|10	0.00	0.00	0.00	0.00	0.00	-74.71	0.14	0.37	
ACTR8	TUBA1B	TUBA1B	4|16	20	10.00	2	14|69|168|3|5|22|33|23|14	0.00	0.00	0.00	0.00	0.00	-153.44	0.26	0.37	
ACTR8	TUBA1A	TUBA1A	4|13	17	8.50	2	10|67|166|3|3|19|28|18|11	0.00	0.00	0.00	0.00	0.00	-140.75	0.24	0.37	
ACTR8	TUBA4A	TUBA4A	1|14	15	7.50	2	8|40|75|0|2|20|20|17|11	0.00	0.00	0.00	0.00	0.00	-87.90	0.35	0.37	
ACTR8	EEF1A1	EEF1A1	1|14	15	7.50	2	72|9|28|0|4|15|7|18|24	0.00	0.00	0.00	0.00	0.00	-80.08	0.38	0.37	
ACTR8	KIF11	KIF11	31|22	53	26.50	2	83|31|47|25|53|140|337|223|0	0.00	0.00	0.00	0.00	0.00	-379.03	0.25	0.37	
ACTR8	STK38L	STK38L	2|3	5	2.50	2	23|15|49|6|14|24|24|18|0	0.00	0.00	0.00	0.00	0.00	-74.85	0.13	0.37	
ACTR8	HNRNPF	HNRNPF	2|1	3	1.50	2	9|27|8|0|5|1|20|4|6	0.00	0.00	0.00	0.00	0.00	-33.32	0.17	0.37	
ACTR8	RPLP1	RPLP1	1|1	2	1.00	2	2|0|0|0|2|0|6|0|2	0.00	0.00	0.00	0.00	0.00	-2.77	0.75	0.37	
ACTR8	HSPA9	HSPA9	3|7	10	5.00	2	3|0|0|0|0|6|6|4|9	0.14	0.27	0.14	0.27	0.14	-5.92	1.61	0.29	
ACTR8	PRMT5	PRMT5	2|0	2	1.00	2	32|10|115|1|7|154|178|165|0	0.00	0.00	0.00	0.00	0.00	-325.65	0.01	0.37	
ACTR8	MYH10	MYH10	3|0	3	1.50	2	2|0|0|0|0|1|2|0|0	0.45	0.90	0.45	0.90	0.45	-1.95	2.70	0.17	
ACTR8	MYH9	MYH9	7|0	7	3.50	2	14|0|2|30|4|8|1|3|0	0.00	0.00	0.00	0.00	0.00	-27.87	0.51	0.34	
ACTR8	RPL7A	RPL7A	1|0	1	0.50	2	3|0|0|0|7|0|15|2|4	0.00	0.00	0.00	0.00	0.00	-13.02	0.15	0.37	
ACTR8	GSTP1	GSTP1	1|0	1	0.50	2	0|0|0|0|0|10|2|1|0	0.00	0.00	0.00	0.00	0.00	-4.62	0.35	0.37	
ACTR8	MYH11	MYH11	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
ACTR8	GDI1	GDI1	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
ACTR8	PRSS1	PRSS1	1|0	1	0.50	2	1|0|0|1|0|0|2|1|2	0.00	0.00	0.00	0.00	0.00	-2.72	0.64	0.37	
ACTR8	ALB	ALB	2|0	2	1.00	2	2|4|4|0|0|0|4|4|4	0.00	0.00	0.00	0.00	0.00	-9.40	0.41	0.37	
ACTR8	OAT	OAT	3|0	3	1.50	2	0|0|0|0|0|0|2|0|0	0.49	0.97	0.49	0.97	0.49	-0.76	6.75	0.16	
ACTR8	HIST1H1C	HIST1H1C	0|9	9	4.50	2	3|1|0|2|9|0|43|3|4	0.00	0.00	0.00	0.00	0.00	-28.91	0.62	0.34	
ACTR8	HIST1H1E	HIST1H1E	0|11	11	5.50	2	3|1|0|2|9|0|41|3|4	0.00	0.00	0.00	0.00	0.00	-27.92	0.79	0.33	
ACTR8	MATR3	MATR3	0|2	2	1.00	2	35|49|1|0|24|1|0|0|5	0.00	0.00	0.00	0.00	0.00	-53.65	0.08	0.37	
ACTR8	YY1	YY1	0|1	1	0.50	2	0|0|0|0|3|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.22	1.50	0.37	
ACTR8	NPM1	NPM1	0|1	1	0.50	2	2|1|0|1|6|0|1|1|4	0.00	0.00	0.00	0.00	0.00	-6.57	0.28	0.37	
ACTR8	HIST1H2BJ	HIST1H2BJ	0|6	6	3.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	30.00	0.09	
ACTR8	H2AFZ	H2AFZ	0|4	4	2.00	2	1|3|0|0|0|1|0|1|2	0.46	0.91	0.46	0.91	0.46	-3.12	2.25	0.17	
ACTR8	NONO	NONO	0|4	4	2.00	2	5|10|0|0|4|4|9|3|4	0.00	0.00	0.00	0.00	0.00	-17.31	0.46	0.37	
ACTR8	TUBB6	TUBB6	0|6	6	3.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	30.00	0.09	
ACTR8	H1FX	H1FX	0|2	2	1.00	2	0|0|0|0|0|0|6|0|0	0.41	0.82	0.41	0.82	0.41	-2.64	1.50	0.18	
ACTR8	SFPQ	SFPQ	0|2	2	1.00	2	2|6|0|0|2|0|11|0|1	0.00	0.00	0.00	0.00	0.00	-8.84	0.41	0.37	
ACTR8	SPIN1	SPIN1	0|2	2	1.00	2	5|13|16|1|2|5|2|6|0	0.00	0.00	0.00	0.00	0.00	-22.38	0.18	0.37	
ACTR8	HSPA2	HSPA2	0|3	3	1.50	2	6|34|17|0|5|7|8|4|8	0.00	0.00	0.00	0.00	0.00	-41.28	0.15	0.37	
ACTR8	PARP1	PARP1	0|2	2	1.00	2	1|6|0|0|4|0|0|0|0	0.18	0.37	0.18	0.37	0.18	-3.81	0.82	0.28	
ACTR8	DNAJA1	DNAJA1	0|1	1	0.50	2	0|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.72	2.25	0.37	
ACTR8	FBL	FBL	0|1	1	0.50	2	0|0|0|0|0|7|2|3|0	0.00	0.00	0.00	0.00	0.00	-4.31	0.38	0.37	
ACTR8	C11orf84	C11orf84	0|1	1	0.50	2	3|5|1|0|3|4|2|8|0	0.00	0.00	0.00	0.00	0.00	-11.23	0.17	0.37	
ACTR8	CLASP2	CLASP2	0|1	1	0.50	2	0|0|0|0|0|0|24|14|0	0.00	0.00	0.00	0.00	0.00	-15.88	0.12	0.37	
ACTR8	EEF1A2	EEF1A2	0|4	4	2.00	2	40|6|18|0|0|8|5|3|12	0.00	0.00	0.00	0.00	0.00	-42.48	0.20	0.37	
ACTR8	ACTN4	ACTN4	0|1	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
ACTR8	SPTBN1	SPTBN1	0|2	2	1.00	2	11|8|6|0|1|11|3|3|0	0.00	0.00	0.00	0.00	0.00	-19.15	0.21	0.37	
ACTR8	PRKDC	PRKDC	0|4	4	2.00	2	36|0|0|0|0|2|32|9|11	0.00	0.00	0.00	0.00	0.00	-41.33	0.20	0.37	
ACTR8	RPS15	RPS15	0|2	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
ACTR8	RPS17	RPS17	0|3	3	1.50	2	2|0|0|0|0|0|1|0|0	0.48	0.96	0.48	0.96	0.48	-1.14	4.50	0.16	
ACTR8	SNRPD1	SNRPD1	0|5	5	2.50	2	3|4|7|0|2|9|36|25|5	0.00	0.00	0.00	0.00	0.00	-42.00	0.25	0.37	
ACTR8	HIST1H4J	HIST1H4J	0|7	7	3.50	2	1|0|0|0|0|0|5|4|1	0.47	0.95	0.47	0.95	0.47	-3.94	2.86	0.16	
ACTR8	RPL23	RPL23	0|1	1	0.50	2	1|2|0|0|0|3|4|1|3	0.00	0.00	0.00	0.00	0.00	-5.71	0.32	0.37	
ACTR8	RPS3	RPS3	0|1	1	0.50	2	0|0|0|0|0|0|2|0|0	0.00	0.00	0.00	0.00	0.00	-0.76	2.25	0.37	
ACTR8	C1QBP	C1QBP	0|1	1	0.50	2	0|0|0|0|0|6|1|5|0	0.00	0.00	0.00	0.00	0.00	-4.31	0.38	0.37	
